Município,Empreend,Tipo Atualiz,Exec,Proj,Lote,Status Lote,Ação,Realiz,Inic Empreend,Fim Empreend,Data do Projeto,Data Medição,% Exec,Sit Empreend,Valor Empreend,Valor Tesouro,Valor Contrap,Empreendimento,Progr,Programa,Cód.Componente,Componente,Cód Bem,Remessa,Ind Aceita,Cód. Escr. Reg,Executor,Escritório Regional,Cód Assoc,Nº Convênio,Associação
Manoel Ribas,100559,A,180,37,1,Concluído,,234,7/2/2014,10/27/2014,4/15/2014,10/27/2014,100,1,"175,905.10","175,905.10",0,RECAPE - CBUQ.RUA  15  DE NOVEMBRO:Trecho entre ruas Oscar Lopes Munhos e  Ivan Ferreira do Amaral Filho.RUA OSCAR LOPES MUNHOS: Trecho entre ruas 7 de Setembro e 15 de Novembro.RUA IVAN FERREIRA DO AMARAL FILHO: Trecho entre ruas 7 de Setembro e 15 de No,20,AUXÍLIO AOS MUNICÍPIOS - SEDU,20.23.01.01.01,PAVIMENTAÇÃO DE VIAS URBANAS,,10051,1,6,Manoel Ribas,Escritório Regional de Guarapuava,6,2023/2013-0668,Associação dos Municípios do Centro do Paraná
Marechal Cândido Rondon,100514,A,181,59,1,Concluído,,1093,2/4/2014,2/5/2014,8/15/2013,2/5/2014,100,1,"784,050.00","550,000.00","234,050.00","Aquisição de Equipamento(s) Rodoviário(s) sendo:Lote 01 - 03 (três) CAMINHÕES COLETORES COMPACTADORES DE LIXO 4x2 com mínima potência efetiva líquida de 230 CV, capacidade do coletor de lixo de 15,0m³ de lixo compactado e demais caracteristicas técnicas c",19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.09.01,EQUIPAMENTOS RODOVIÁRIOS - 19 PAM,,10051,1,5,Marechal Cândido Rondon,Escritório Regional de Cascavel,7,1923/2013-0020,Associação dos Municípios do Oeste do Paraná
Maria Helena,100133,A,182,22,1,Concluído,,1097,7/3/2014,4/19/2016,5/22/2014,4/19/2016,100,1,"299,199.31","299,199.31",0,"Urbanização / Calçadas.Execução de 4.716,85m2 de calçadas nos passeios de trechos de vias urbanas e na praça.",21,PROJETO CALÇADAS PARANÁ,21.23.01.01.05,URBANIZAÇÃO /CALÇADAS,,10051,1,4,Maria Helena,Escritório Regional de Maringá,4,2123/2013-0423,Associação dos Municípios da Região de Entre Rios
Maria Helena,100449,A,182,20,1,Concluído,,234,6/3/2013,8/16/2013,1/11/2013,8/16/2013,100,1,"198,999.98","183,079.98","15,920.00",Pavimentação - TST e RECAPE - TST.Rua Iguatemi (entre a Rua Piedade e a Av. Paraná).Rua Piedade (entre as ruas Iguatemi e Piquiri).Rua Piquiri (entre a Av. Paraná e a Rua Piedade).Rua Guaíra (entre a Av. Paraná e a Rua Piedade).Rua Olímpia (entre a Av. Pa,17,PROGRAMA DE AUXÍLIO AOS MUNICÍPIOS,17.23.01.01.01,PAVIMENTAÇÃO DE VIAS URBANAS,,10051,1,4,Maria Helena,Escritório Regional de Maringá,4,1723/2012-0021,Associação dos Municípios da Região de Entre Rios
Maria Helena,100450,A,182,21,1,Concluído,,234,6/3/2014,4/10/2015,2/5/2014,4/10/2015,100,1,"329,043.21","329,043.21",0,RECAPE - TST.Rua Piedade (entre a Av. República e a Rua Tibagi).Rua Gloria (entre a Rua Anchieta e a Av. República).Rua Santa Efigênia (entre a Rua Ipiranga e a Av. República).Avenida República (entre a Av. Paraná e a Rua Glória).,19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.01.01,PAVIMENTAÇÃO DE VIAS URBANAS,,10051,1,4,Maria Helena,Escritório Regional de Maringá,4,1923/2013-0560,Associação dos Municípios da Região de Entre Rios
Marilândia do Sul,100095,A,184,14,1,Concluído,,234,7/4/2012,11/27/2012,5/21/2012,11/27/2012,100,1,"161,898.40","134,915.33","26,983.07",RECAPE - CBUQ.Rua Padre Josefinos entre o trecho Rua Silvio Beligni a Av. Santiago Lopes José.Rua Padre Josefinos entre o trecho  Av. Santiago L. José a Av. dos Missionarios.Rua Padre Josefinos entre o trecho Rua XV de Novembro a Rua Hakuo Kishino.Rua Bah,17,PROGRAMA DE AUXÍLIO AOS MUNICÍPIOS,17.23.01.01.01,PAVIMENTAÇÃO DE VIAS URBANAS,,10051,1,3,Marilândia do Sul,Escritório Regional de Londrina,15,1723/2012-0057,Associação dos Municípios do Vale do Ivaí
Marilândia do Sul,100403,A,184,15,1,Em Execução,,223,7/2/2014,3/4/2017,11/19/2013,3/30/2016,86.02,2,"373,378.17","283,881.52","37,315.94",Pavimentação -  CBUQ.Rua Francisco A. Paula entre avenida Cerejeiras e rua Santo Zanlorenzi.Rua Deusdedith M. Pereira entre avenida Cerejeiras e rua Francisco Zarpellon.Rua Santo Zanlorenzi entre rua Deusdedith M. Pereira e rua Vilma Lopes.Rua Vilma Lopes,19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.01.01,PAVIMENTAÇÃO DE VIAS URBANAS,,10051,1,3,Marilândia do Sul,Escritório Regional de Londrina,15,1923/2013-0199,Associação dos Municípios do Vale do Ivaí
Marilena,100096,A,185,29,1,Medição Encerrada,,234,6/29/2012,8/30/2012,5/9/2012,8/30/2012,100,1,"148,200.94","136,344.86","11,856.08",RECAPE - TST.Rua Ivaí (entre as ruas Santos e Porto Alegre).Rua Iguaçú (entre a Rua José Mantuani e a Av. Paraná).Rua José Mantuani (entre as ruas Antonio de Souza Serra e Uruguai).Rua Santa Terezinha (entre a Rua Santos e a Av. Paraná).Rua Santos Dumont ,17,PROGRAMA DE AUXÍLIO AOS MUNICÍPIOS,17.23.01.01.01,PAVIMENTAÇÃO DE VIAS URBANAS,,10051,1,4,Marilena,Escritório Regional de Maringá,13,1723/2012-0022,Associação dos Municípios do Noroeste do Paraná
Mariópolis,100515,A,188,12,1,Concluído,,223,3/2/2014,6/10/2014,8/14/2013,6/10/2014,100,1,"91,061.01","55,000.00","36,061.01",Pavimentação - Pedra Irregular e Lajota Sextavada.Rua 07 - trecho entre Alameda 01 e Alameda 13.,19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.01.01,PAVIMENTAÇÃO DE VIAS URBANAS,,10051,1,5,Mariópolis,Escritório Regional de Cascavel,8,1923/2013-0082,Associação dos Municípios do Sudoeste do Paraná
Mariópolis,100516,A,188,13,1,Concluído,,1092,11/26/2013,11/27/2013,8/14/2013,11/27/2013,100,1,"274,900.00","274,900.00",0,"Aquisição de Equipamento(s) Rodoviário(s) sendo:LOTE 01 - 01 (UM) MICRO ÔNIBUS, com capacidade para 25 (vinte e cinco) pessoas, adaptado para portadores de necessidades especiais, com mínima potência efetiva líquida de 165 CV e demais características técn",19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.04.15,VEÍCULO PARA A SAÚDE 19 PAM II,,10051,1,5,Mariópolis,Escritório Regional de Cascavel,8,1923/2013-0021,Associação dos Municípios do Sudoeste do Paraná
Mariópolis,100517,A,188,15,1,Concluído,,1239,8/26/2014,8/27/2014,5/16/2014,8/27/2014,100,1,"344,660.00","344,660.00",0,"Aquisição de Equipamento(s) Rodoviário(s) sendo: Lote 01 - 01 (UM) CAMINHÕES CAÇAMBAS BASCULANTES 6x4 com potência mínima efetiva de 275 CV, Caçamba Basculante com capacidade de 12,0 m³ e demais características técnicas constantes no MODELO 07.Aquisição d",20,AUXÍLIO AOS MUNICÍPIOS - SEDU,20.23.01.09.01,EQUIPAMENTOS RODOVIÁRIOS - 20,,10051,1,5,Mariópolis,Escritório Regional de Cascavel,8,2023/2013-0669,Associação dos Municípios do Sudoeste do Paraná
Mariópolis,100517,A,188,15,2,Concluído,,1239,8/26/2014,8/27/2014,5/16/2014,8/27/2014,100,1,"344,660.00","344,660.00",0,"Aquisição de Equipamento(s) Rodoviário(s) sendo: Lote 01 - 01 (UM) CAMINHÕES CAÇAMBAS BASCULANTES 6x4 com potência mínima efetiva de 275 CV, Caçamba Basculante com capacidade de 12,0 m³ e demais características técnicas constantes no MODELO 07.Aquisição d",20,AUXÍLIO AOS MUNICÍPIOS - SEDU,20.23.01.09.01,EQUIPAMENTOS RODOVIÁRIOS - 20,,10051,1,5,Mariópolis,Escritório Regional de Cascavel,8,2023/2013-0669,Associação dos Municípios do Sudoeste do Paraná
Maripá,100518,A,189,20,1,Concluído,,234,2/3/2014,4/1/2014,10/8/2013,4/1/2014,100,1,"293,633.54","293,633.54",0,"RECAPE - CBUQ.Rodovia Municipal MR-103 : partindo da Avenida General Canabarro num trajeto de 1.595,00 m em direção à Rodovia PR - 182.",19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.01.01,PAVIMENTAÇÃO DE VIAS URBANAS,,10051,1,5,Maripá,Escritório Regional de Cascavel,7,1923/2013-0288,Associação dos Municípios do Oeste do Paraná
Marquinho,100097,A,390,18,1,Concluído,,234,9/3/2012,3/23/2013,5/29/2012,3/23/2013,100,1,"200,000.00","184,000.00","16,000.00","RECAPE - CBUQ.RUA XV DE NOVEMBRO, trecho entre Rua Alexandre Nestor e Rua Prudêncio Coelho.",17,PROGRAMA DE AUXÍLIO AOS MUNICÍPIOS,17.23.01.01.01,PAVIMENTAÇÃO DE VIAS URBANAS,,10051,1,6,Marquinho,Escritório Regional de Guarapuava,17,1723/2012-0023,Associação dos Municípios do Cantuquiriguaçu
Marquinho,100351,A,390,24,1,Concluído,,1239,7/1/2014,7/2/2014,5/6/2014,7/2/2014,100,1,"132,000.00","119,748.78","12,251.22","Aquisição de Veículo para Transporte de Passageiro sendo: Lote 1 - 01 (UM) VEÍCULO TIPO VAN capacidade de transporte passageiros 16 (15+1), mínima potência efetiva líquida 125 CV e demais características técnicas constante do MODELO 07.",20,AUXÍLIO AOS MUNICÍPIOS - SEDU,20.23.01.09.01,EQUIPAMENTOS RODOVIÁRIOS - 20,,10051,1,6,Marquinho,Escritório Regional de Guarapuava,17,2023/2014-0049,Associação dos Municípios do Cantuquiriguaçu
Marquinho,100605,A,390,21,1,Concluído,,234,6/27/2014,8/29/2014,11/13/2013,8/29/2014,100,1,"447,878.27","447,878.27",0,"RECAPE - CBUQ.RUA SETE DE SETEMBRO-Trecho entre as Ruas Alexandre Nestor e Napoleão Padilha.RUA ALEXANDRE NESTOR-Trecho entre as Ruas Tiradentes e Xv de Novembro, Xv de Novembro e Sete de Setembro e Sete de Setembro mais 90,00m.RUA PRUDÊNCIO COELHO-Trecho",20,AUXÍLIO AOS MUNICÍPIOS - SEDU,20.23.01.01.01,PAVIMENTAÇÃO DE VIAS URBANAS,,10051,1,6,Marquinho,Escritório Regional de Guarapuava,17,2023/2013-0202,Associação dos Municípios do Cantuquiriguaçu
Marquinho,100606,A,390,23,1,Concluído,,1091,6/30/2014,7/1/2014,4/8/2014,7/1/2014,100,1,"433,000.00","350,000.00","83,000.00","Aquisição de Equipamento(s) Rodoviário(s) sendo:  Lote 01 - 01 (UM) CAMINHÃO COLETOR COMPACTADOR DE LIXO - com potência mínima efetiva de 165 CV, Capacidade do Coletor 8,0m³ de lixo Compactado, Carregamento traseiro, e  demais características técnicas con",20,AUXÍLIO AOS MUNICÍPIOS - SEDU,20.23.01.09.01,EQUIPAMENTOS RODOVIÁRIOS - 20,,10051,1,6,Marquinho,Escritório Regional de Guarapuava,17,2023/2013-0708,Associação dos Municípios do Cantuquiriguaçu
Marquinho,100606,A,390,23,2,Concluído,,1091,6/30/2014,7/1/2014,4/8/2014,7/1/2014,100,1,"433,000.00","350,000.00","83,000.00","Aquisição de Equipamento(s) Rodoviário(s) sendo:  Lote 01 - 01 (UM) CAMINHÃO COLETOR COMPACTADOR DE LIXO - com potência mínima efetiva de 165 CV, Capacidade do Coletor 8,0m³ de lixo Compactado, Carregamento traseiro, e  demais características técnicas con",20,AUXÍLIO AOS MUNICÍPIOS - SEDU,20.23.01.09.01,EQUIPAMENTOS RODOVIÁRIOS - 20,,10051,1,6,Marquinho,Escritório Regional de Guarapuava,17,2023/2013-0708,Associação dos Municípios do Cantuquiriguaçu
Marumbi,100132,A,191,11,1,Concluído,,1097,6/26/2014,6/16/2016,11/7/2013,6/16/2016,100,1,"163,523.29","163,523.29",0,"Urbanização / Calçadas.Avenida Presidente Vargas, entre Rua Santos Dumont e Avenida Tiradentes.Avenida Tiradentes, entre Avenida Presidente Vargas e Rua Matias Fernandes.",21,PROJETO CALÇADAS PARANÁ,21.23.01.01.05,URBANIZAÇÃO /CALÇADAS,,10051,1,3,Marumbi,Escritório Regional de Londrina,15,2123/2013-0424,Associação dos Municípios do Vale do Ivaí
Marumbi,100404,A,191,12,1,Concluído,,1090,2/6/2014,2/7/2014,12/3/2013,2/7/2014,100,1,"375,000.00","300,000.00","75,000.00","Trata-se de aquisição de terreno, com área total de 60.500,00 m², para implantação de conjunto habitacional.",19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.10.16,TERRENO PARA CONJUNTO HABITACIONAL,,10051,1,3,Marumbi,Escritório Regional de Londrina,15,1923/2013-0561,Associação dos Municípios do Vale do Ivaí
Matelândia,100072,A,192,64,1,Concluído,,234,6/29/2012,10/29/2012,4/12/2012,10/29/2012,100,1,"254,208.94","203,367.15","50,841.79",RECAPE - CBUQ.Avenida Duque de Caxias (entre Rua 11 de Junho e Rua Pinheiro Machado).,17,PROGRAMA DE AUXÍLIO AOS MUNICÍPIOS,17.23.01.01.01,PAVIMENTAÇÃO DE VIAS URBANAS,,10051,1,5,Matelândia,Escritório Regional de Cascavel,7,1723/2012-0024,Associação dos Municípios do Oeste do Paraná
Matelândia,100519,A,192,65,1,Concluído,,234,5/21/2014,6/20/2014,10/18/2013,6/20/2014,100,1,"393,991.59","393,991.59",0,RECAPE - CBUQ.RUA ARNALDO BUSATTO (ENTRE RUA CARLOS TURRI E AV. GARIBALDI).RUA RUI BARBOSA (ENTRE RUA ARGEMIRO LUIZ FONTANA E AV. CRISTÓVÃO COLOMBO).RUA BARÃO DO RIO BRANCO (ENTRE ARGEMIRO LUIZ FONTANA E AV. CRISTOVÃO COLOMBO).RUA ASSIS BRASIL (ENTRE RUA ,19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.01.01,PAVIMENTAÇÃO DE VIAS URBANAS,,10051,1,5,Matelândia,Escritório Regional de Cascavel,7,1923/2013-0563,Associação dos Municípios do Oeste do Paraná
Matinhos,100361,A,193,27,1,Concluído,,1093,7/3/2014,7/4/2014,1/13/2014,7/4/2014,100,1,"480,000.00","450,000.00","30,000.00","Aquisição de Equipamento(s) Rodoviário(s) sendo: Lote 01 - 01 (UMA) VIBRO ACABADORA DE ASFALTO, mínima Potência efetiva líquida 70 HP e demais características técnicas constantes no MODELO 07.",19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.09.01,EQUIPAMENTOS RODOVIÁRIOS - 19 PAM,,10051,1,1,Matinhos,Escritório Regional de Curitiba,5,1923/2013-0546,Associação dos Municípios do Litoral do Paraná
Mato Rico,100134,A,365,23,1,Medição Encerrada,,1097,7/4/2014,3/4/2017,5/6/2014,2/5/2016,85.98,2,"299,001.22","257,084.94",0,"Urbanização / Calçadas.Lote 1 - Remoção de calçadas existentes, construção e readequação de calçadas em paver natural de 6cm, incluindo bases de areia e brita, rampas para PNE em concreto, com corrimão e guarda corpo metáli.Lote 2 - posteamento e instalaç",21,PROJETO CALÇADAS PARANÁ,21.23.01.01.05,URBANIZAÇÃO /CALÇADAS,,10051,1,6,Mato Rico,Escritório Regional de Guarapuava,6,2123/2013-0425,Associação dos Municípios do Centro do Paraná
Mato Rico,100134,A,365,23,2,Concluído,,1097,7/4/2014,3/4/2017,5/6/2014,2/5/2016,85.98,2,"299,001.22","257,084.94",0,"Urbanização / Calçadas.Lote 1 - Remoção de calçadas existentes, construção e readequação de calçadas em paver natural de 6cm, incluindo bases de areia e brita, rampas para PNE em concreto, com corrimão e guarda corpo metáli.Lote 2 - posteamento e instalaç",21,PROJETO CALÇADAS PARANÁ,21.23.01.01.05,URBANIZAÇÃO /CALÇADAS,,10051,1,6,Mato Rico,Escritório Regional de Guarapuava,6,2123/2013-0425,Associação dos Municípios do Centro do Paraná
Mato Rico,100586,A,365,21,1,Concluído,,1093,3/11/2014,3/12/2014,11/4/2013,3/12/2014,100,1,"348,000.00","300,000.00","48,000.00","Aquisição de 02 caminhões toco 4x2 equipados com caçamba basculante, e demais características contidas no MODELO 07.",19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.09.01,EQUIPAMENTOS RODOVIÁRIOS - 19 PAM,,10051,1,6,Mato Rico,Escritório Regional de Guarapuava,6,1923/2013-0375,Associação dos Municípios do Centro do Paraná
Mato Rico,100587,A,365,22,1,Concluído,,1091,7/1/2014,7/2/2014,4/8/2014,7/2/2014,100,1,"201,000.00","150,000.00","51,000.00","Aquisição de Veículo para Transporte de Passageiro sendo: Lote 01 - 01 (UM) VEÍCULO tipo MICRO ÔNIBUS capacidade de transporte 19 (18+1) passageiros, mínima potência efetiva líquida 150 CV e demais características técnicas constante do MODELO 07.",20,AUXÍLIO AOS MUNICÍPIOS - SEDU,20.23.01.09.01,EQUIPAMENTOS RODOVIÁRIOS - 20,,10051,1,6,Mato Rico,Escritório Regional de Guarapuava,6,2023/2013-0700,Associação dos Municípios do Centro do Paraná
Mauá da Serra,100135,A,194,28,1,Concluído,,1092,8/5/2014,8/6/2014,12/9/2013,8/6/2014,100,1,"329,500.00","329,500.00",0,"Lote 1- aquisição de 01 Ônibus para apoio à saúde, mínimo de 46 passageiros,  motor mínima potência de 220 CV, direção hidráulica e demais especificações conforme MODELO 07.",19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.04.15,VEÍCULO PARA A SAÚDE 19 PAM II,,10051,1,3,Mauá da Serra,Escritório Regional de Londrina,15,1923/2013-0539,Associação dos Municípios do Vale do Ivaí
Mauá da Serra,100352,A,194,26,1,Em Execução,,1097,2/10/2015,3/4/2017,10/22/2013,2/10/2015,20.8,2,"291,942.63","60,732.23",0,Urbanização / Calçadas.Marginal da BR-376(Rodovia Gov. Ney Braga) entre Rua Presbitero João Pereira dos Santo e Rua São Pedro.Rua Leodantes Fonseca entre Marginal da BR-376 e Rua Presbitero João Pereira dos Santo.Rua Catarina Aires da Silva entre Marginal,21,PROJETO CALÇADAS PARANÁ,21.23.01.01.05,URBANIZAÇÃO /CALÇADAS,,10051,1,3,Mauá da Serra,Escritório Regional de Londrina,15,2123/2013-0426,Associação dos Municípios do Vale do Ivaí
Mauá da Serra,100353,A,194,29,1,Concluído,,1093,3/5/2015,3/6/2015,7/10/2014,3/6/2015,100,1,"253,000.00","141,604.48","111,395.52","Aquisição de Equipamento(s) Rodoviário(s) sendo: Lote 1 - 01 (UM) CAMINHÃO COLETOR COMPACTADOR DE LIXO - com potência mínima efetiva de 230 CV, Capacidade do Coletor 10,0m³ de lixo Compactado, Carregamento traseiro, e  demais características técnicas cons",20,AUXÍLIO AOS MUNICÍPIOS - SEDU,20.23.01.05.03,EQTOS. eVEÍCULOS P/ LIMPEZA URBANA,,10051,1,3,Mauá da Serra,Escritório Regional de Londrina,15,2023/2014-0089,Associação dos Municípios do Vale do Ivaí
Medianeira,100354,A,195,45,1,Concluído,,223,7/4/2014,11/19/2015,6/10/2014,11/19/2015,100,1,"636,739.53","606,418.60","30,320.93",Pavimentação - Pedra Irregular e Lajota Sextavada.Rua Goiás (Entre a Rua Bahia e a Rua Rio Branco).Rua Ceará (Entre a Rua Piauí e a Rua Goiás).Rua Maranhão (Entre a Rua Piauí e a Rua Goiás).,20,AUXÍLIO AOS MUNICÍPIOS - SEDU,20.23.01.01.01,PAVIMENTAÇÃO DE VIAS URBANAS,,10051,1,5,Medianeira,Escritório Regional de Cascavel,7,2023/2014-0094,Associação dos Municípios do Oeste do Paraná
Medianeira,100355,A,195,46,1,Medição Encerrada,,234,1/7/2015,1/8/2015,6/11/2014,1/8/2015,100,1,"270,005.70","257,130.98","12,874.72",RECAPE - CBUQ.RUA JAIME CANET (ENTRE RUA MINUANO E TAPUIAS).RUA TAPUIAS (ENTRE RUA JAIME CANET E RUA MARGINAL OESTE).RUA MARGINAL OESTE (ENTRE RUA TAPUIAS E RUA BALENA).RUA ELCEMINO BERTUAL (ENTRE RUA SOMIS FELLINI E RUA ANGELO VOLPATO).,20,AUXÍLIO AOS MUNICÍPIOS - SEDU,20.23.01.01.01,PAVIMENTAÇÃO DE VIAS URBANAS,,10051,1,5,Medianeira,Escritório Regional de Cascavel,7,2023/2014-0107,Associação dos Municípios do Oeste do Paraná
Medianeira,100356,A,195,44,1,Concluído,,223,6/23/2014,3/26/2015,10/16/2013,3/26/2015,100,1,"573,637.93","550,000.00","23,637.93",Pavimentação - Pedra Irregular e Lajota Sextavada.RUA 10 (ENTRE AV. OSÓRIO FELLINI E RUA WADIS DALL'OGLIO).RUA 11 (ENTRE AV. OSÓRIO FELLINI E RUA DAS PITANGAS).RUA DA ALEGRIA (ENTRE RUA WADIS DALL'OGLIO E RUA DO BOSQUE).RUA DA FELICIDADE (ENTRE RUA WADIS ,19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.01.01,PAVIMENTAÇÃO DE VIAS URBANAS,,10051,1,5,Medianeira,Escritório Regional de Cascavel,7,1923/2013-0203,Associação dos Municípios do Oeste do Paraná
Mercedes,100588,A,366,25,1,Em Execução,,1097,7/2/2014,11/13/2016,11/19/2013,8/8/2016,33.4,2,"378,393.49","110,207.75","16,161.63","Urbanização / Calçadas.Urbanização e Recuperaçaõ de Área de Fundo de Vale, com a execução de serviços de: fundações principais (Passarelas, Mastros e Floreiras) Movimento de terra Infraestrutura e supre estrutura de concr.",19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.01.05,URBANIZAÇÃO /CALÇADAS,,10051,1,5,Mercedes,Escritório Regional de Cascavel,7,1923/2013-0083,Associação dos Municípios do Oeste do Paraná
Mercedes,100589,A,366,26,1,Concluído,,1239,12/16/2014,12/17/2014,6/16/2014,12/17/2014,100,1,"117,800.00","98,991.60","18,808.40","Aquisição de Veículo para Transporte de Passageiro sendo: Lote 1 - 01 (UM) VEÍCULO TIPO VAN capacidade de transporte passageiros 16 (15+1), mínima potência efetiva líquida 125 CV e demais características técnicas constante do MODELO 07.",20,AUXÍLIO AOS MUNICÍPIOS - SEDU,20.23.01.09.01,EQUIPAMENTOS RODOVIÁRIOS - 20,,10051,1,5,Mercedes,Escritório Regional de Cascavel,7,2023/2014-0113,Associação dos Municípios do Oeste do Paraná
Mirador,100451,A,196,6,1,Concluído,,1093,3/18/2014,3/19/2014,10/30/2013,3/19/2014,100,1,"228,500.00","228,500.00",0,"Aquisição de 01 caminhão toco 4x2 com coletor compactador de lixo, especificações conforme Modelo 07.",19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.09.01,EQUIPAMENTOS RODOVIÁRIOS - 19 PAM,,10051,1,4,Mirador,Escritório Regional de Maringá,13,1923/2013-0479,Associação dos Municípios do Noroeste do Paraná
Mirador,100452,A,196,7,1,Concluído,,1091,2/26/2014,2/27/2014,10/30/2013,2/27/2014,100,1,"60,800.00","51,000.00","9,800.00","Aquisição de 2 veículos leves para apoio à Administração Municipal, com motor mínima potência 72 CV e demais especificações conforme Modelo 07.",19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.09.02,VEÍCULOS,,10051,1,4,Mirador,Escritório Regional de Maringá,13,1923/2013-0484,Associação dos Municípios do Noroeste do Paraná
Miraselva,100405,A,197,9,1,Em Execução,,223,6/30/2014,3/4/2017,12/3/2013,2/13/2015,80.83,2,"140,651.12","113,684.06",0,RECAPE - TST.Rua Dep. Olavo Ferreira entre Rua Sete de Setembro e Av. Florestópolis.,19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.01.01,PAVIMENTAÇÃO DE VIAS URBANAS,,10051,1,3,Miraselva,Escritório Regional de Londrina,3,1923/2013-0080,Associação dos Municípios do Médio Paranapanema
Miraselva,100638,A,197,8,1,Concluído,,257,7/3/2014,3/4/2017,12/3/2013,6/7/2016,88.41,2,"168,712.03","131,343.94","17,809.96",Escola Municipal / Reforma.Contém os seguintes ambientes arquitetônicos: Sala de Aula(3).,19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.04.01,ESCOLA MUNICIPAL,,10051,1,3,Miraselva,Escritório Regional de Londrina,3,1923/2013-0081,Associação dos Municípios do Médio Paranapanema
